4	0.3476
7	0.3346
7	0.2564
6	0.2989
6	0.3826
7	0.3582
7	0.3770
6	0.4337
8	0.3648
9	0.4059
9	0.4893
6	0.3416
7	0.3823
5	0.3533
8	0.3456
9	0.3715
9	0.4064
6	0.3601
9	0.3719
8	0.4212
9	0.3835
6	0.3349
7	0.3425
7	0.3901
6	0.3767
10	0.4418
7	0.4455
5	0.4143
8	0.3310
6	0.2420
9	0.2817
7	0.3312
7	0.3280
8	0.2688
6	0.2295
5	0.2759
7	0.2994
7	0.3260
8	0.3242
8	0.3318
7	0.2796
4	0.2629
10	0.3106
7	0.3275
8	0.2867
6	0.2189
9	0.2070
9	0.1720
6	0.1628
6	0.1845
11	0.2509
11	0.2643
12	0.3270
12	0.3745
11	0.4455
14	0.4222
12	0.3742
10	0.3838
12	0.3282
13	0.3495
10	0.3416
9	0.2917
10	0.2655
