10	0.3781
7	0.4392
9	0.4843
7	0.4409
8	0.5906
9	0.3620
9	0.3374
8	0.2717
9	0.2118
9	0.1911
11	0.2477
7	0.2970
9	0.2597
9	0.2841
7	0.2968
12	0.3087
8	0.1810
12	0.1998
10	0.2287
8	0.2113
11	0.3500
8	0.3337
10	0.3584
9	0.3779
11	0.3980
13	0.2752
11	0.1839
12	0.2751
9	0.3469
10	0.4368
9	0.4907
8	0.6321
7	0.7201
9	0.7665
11	0.7951
11	0.6768
9	0.4800
10	0.4294
8	0.4332
9	0.6024
9	0.4769
11	0.4439
11	0.6898
11	0.3968
8	0.3787
10	0.6434
7	0.3319
7	0.2181
11	0.4455
9	0.4141
11	0.4185
8	0.1768
10	0.0238
9	0.0972
8	0.0195
16	0.1890
13	0.1785
15	0.1057
15	0.1048
15	0.1940
17	0.1840
13	0.1693
14	0.1768
14	0.1838
14	0.1853
8	0.0882
5	0.7262
6	0.7337
7	0.7429
6	0.7341
8	0.7337
8	0.7097
8	0.6992
9	0.6997
9	0.6926
