12	0.6488
13	0.6537
14	0.6473
12	0.6444
13	0.6469
13	0.6333
13	0.6213
13	0.6100
12	0.5946
13	0.5999
13	0.6002
12	0.5989
12	0.6132
12	0.6083
13	0.6085
13	0.6038
13	0.6005
13	0.6012
13	0.5975
13	0.5917
13	0.5911
13	0.5895
13	0.5973
12	0.5919
12	0.5895
13	0.6012
13	0.6336
13	0.6744
14	0.6819
12	0.6666
12	0.6547
13	0.6693
12	0.6638
12	0.6623
12	0.6747
11	0.6737
12	0.6777
13	0.6787
13	0.6629
13	0.6570
13	0.6535
12	0.6512
12	0.6586
12	0.6634
13	0.6629
12	0.6593
13	0.6599
13	0.6585
12	0.6669
13	0.6654
13	0.6673
13	0.6655
12	0.6671
12	0.6592
12	0.6585
13	0.6664
13	0.6642
13	0.6608
12	0.6524
12	0.6548
13	0.6592
12	0.6574
12	0.6413
12	0.6319
13	0.6338
12	0.6347
12	0.6245
12	0.6272
13	0.6384
12	0.6391
12	0.6353
12	0.6355
13	0.6403
13	0.6349
13	0.6338
