18	0.5408
19	0.5398
19	0.5335
18	0.6597
18	0.6602
18	0.4789
18	0.6197
18	0.6175
19	0.6162
19	0.5379
21	0.5956
18	0.5980
17	0.4793
16	0.5429
18	0.5543
15	0.5446
17	0.5427
19	0.6540
18	0.6799
17	0.6840
16	0.6047
14	0.5745
18	0.6244
18	0.6620
15	0.6342
16	0.6354
17	0.5766
15	0.6482
16	0.6399
17	0.6754
17	0.5058
17	0.5730
17	0.6954
18	0.6782
20	0.5652
20	0.7117
20	0.6242
19	0.6433
20	0.5893
20	0.6553
20	0.6376
18	0.5950
18	0.5917
19	0.5345
19	0.5449
18	0.5123
22	0.5929
22	0.6447
21	0.4752
19	0.4788
20	0.4752
20	0.5061
19	0.4398
20	0.5929
21	0.5608
21	0.4907
24	0.6633
23	0.6856
21	0.5582
18	0.5654
20	0.6927
19	0.5032
17	0.5654
18	0.5698
17	0.5791
18	0.5731
20	0.5245
19	0.5806
21	0.5797
20	0.5332
21	0.5677
19	0.5610
17	0.5057
23	0.5574
20	0.5558
