13	0.7541
13	0.8015
16	0.8675
15	0.7912
12	0.8435
15	0.8325
10	0.7373
7	0.7574
6	0.4199
6	0.8162
9	0.8624
6	0.8526
6	0.9373
10	0.9214
7	0.8787
13	0.6550
7	0.6235
6	0.0795
5	0.2406
5	0.3402
6	0.3089
3	0.2581
3	0.2744
5	0.2999
4	0.2560
6	0.2654
6	0.2501
8	0.3000
10	0.2525
11	0.3781
10	0.3768
11	0.2254
14	0.2535
9	0.2034
13	0.2055
14	0.2051
14	0.2151
16	0.2101
15	0.2117
18	0.2105
19	0.2185
18	0.2344
12	0.1791
18	0.1930
16	0.1984
16	0.1816
21	0.1972
19	0.1828
19	0.1781
16	0.1767
16	0.1741
16	0.1733
15	0.1723
16	0.1705
18	0.1903
18	0.2080
17	0.2016
18	0.2264
19	0.2412
24	0.2693
22	0.2695
23	0.2913
24	0.2875
22	0.2950
22	0.2618
17	0.2509
13	0.2334
8	0.1170
0	0
2	0.2816
2	0.3266
1	0.3179
1	0.2988
1	0.2938
1	0.2945
