0.75	0.0	0	0.3333	0.5	0.803	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	0
0.75	0.0	0	0.3333	0.5	1.0	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	0
0.5	0.0	1	0.6667	0.5	1.0	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.5	0	0.5	1.0	0.6364	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	0
0.5	0.0	1	0.6667	1.0	1.0	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.0	0	0.5	0.0	1.0	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.5	1	0.5	1.0	0.2424	0.0	1.0	1.0	0.0	0.3175	1	0	0	1
0.5	0.0	1	0.2	1.0	1.0	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.0	1	0.2	0.5	0.0152	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.75	0.0	0	0.6667	0.5	0.1364	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.0	1	0.5	1.0	0.9848	1.0	0.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.0	0	0.2	1.0	1.0	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	0
0.5	0.0	1	0.5	0.0	0.9848	1.0	0.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.5	1	0.8	1.0	0.2424	1.0	1.0	0.3333	0.0	0.3175	1	0	0	1
0.5	0.5	1	0.5	1.0	0.2424	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.0	1	0.5	1.0	0.1667	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	0
0.75	0.0	1	0.6667	0.5	0.2424	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.0	1	0.8	1.0	0.9848	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.5	1	0.5	1.0	1.0	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	0
0.5	0.0	1	0.3333	1.0	1.0	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.0	1	0.5	0.0	1.0	0.0	1.0	1.0	0.0	0.3175	1	0	0	0
0.5	0.0	0	0.5	1.0	1.0	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	0
0.5	0.0	0	0.2	1.0	1.0	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.0	0	0.3333	1.0	0.9697	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	0
0.5	0.0	1	0.8	1.0	0.2424	1.0	1.0	0.3333	0.0	0.3175	1	0	0	1
0.5	0.0	1	0.5	1.0	0.303	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.0	1	0.6667	1.0	1.0	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.75	0.0	1	0.3333	0.5	1.0	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.5	1	0.8	1.0	0.303	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	0
0.5	0.0	0	0.6667	0.5	0.4091	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	0
0.5	0.0	1	0.6667	1.0	0.3939	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	0
0.75	0.0	1	0.6667	0.5	0.9697	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	0
0.75	0.0	1	0.6667	0.5	1.0	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.0	0	0.3333	1.0	0.4848	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	0
0.5	0.5	0	0.6667	1.0	0.9394	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.0	1	0.5	1.0	1.0	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	0
0.5	0.0	1	0.8	1.0	0.1667	1.0	1.0	0.3333	0.0	0.3175	1	0	0	1
0.5	0.0	0	0.5	1.0	0.9545	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	0
0.5	0.0	1	0.6667	1.0	1.0	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.75	0.5	1	0.6667	0.5	0.2576	0.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.0	0	0.5	1.0	0.7273	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.0	1	0.6667	1.0	0.9848	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.0	1	0.6667	1.0	0.9848	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.75	0.0	0	0.3333	0.5	0.9848	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.5	1	0.8	1.0	0.197	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.5	1	0.5	1.0	1.0	0.0	1.0	1.0	0.0	0.3175	1	0	0	0
0.5	0.0	0	0.2	0.5	1.0	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	0
0.75	0.0	1	0.5	0.0	0.9848	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	1.0	0	0.5	1.0	0.2424	1.0	1.0	0.3333	0.0	0.3175	1	0	0	0
0.5	0.0	1	0.5	1.0	1.0	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	0
0.5	0.0	0	0.5	0.0	0.9394	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	0
0.5	0.5	1	0.6667	0.5	0.3636	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	1
0.5	0.0	1	0.6667	0.5	0.3182	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	0
0.5	0.0	1	0.3333	1.0	0.9848	1.0	1.0	0.3333	0.3333	0.3175	1	0	0	0
